track_uri1,album_name,album_uri,artist_name,artist_uri,duration_ms,track_name,track_uri,tid
spotify:track:6d8A5sAx9TfdeseDvfWNHd,B'Day,spotify:album:3MJHoQUI828kmB6IpjejbW,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,210453,Check On It - feat. Bun B and Slim Thug,spotify:track:6d8A5sAx9TfdeseDvfWNHd,17179869184
spotify:track:6yEfq48XkEzCg0TwY6Hhkb,No Make Up - Single,spotify:album:5vudrVEnoTqgAgATgafUL2,Zion.T,spotify:artist:5HenzRvMtSrgtvU16XAoby,189154,No Make Up,spotify:track:6yEfq48XkEzCg0TwY6Hhkb,17179869185
spotify:track:3TZwjdclvWt7iPJUnMpgcs,House of Pain (Fine Malt Lyrics),spotify:album:2z37UnazitI7yDEF0IjE0v,House Of Pain,spotify:artist:0AuW7OCyKfFrsMbtHrYgIV,214946,Jump Around,spotify:track:3TZwjdclvWt7iPJUnMpgcs,17179869186
spotify:track:0hAMkY2kwdXPPDfQ1e3BmJ,"Whatever People Say I Am, That's What I'm Not",spotify:album:50Zz8CkIhATKUlQMbHO3k1,Arctic Monkeys,spotify:artist:7Ln80lUS6He07XvHI8qqHH,141133,Dancing Shoes,spotify:track:0hAMkY2kwdXPPDfQ1e3BmJ,17179869187
spotify:track:3UDmHZcBTQp8Iu8droNtUl,The Beatles 1967 - 1970,spotify:album:1cTeNkeINtXiaMLlashAKs,The Beatles,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,205293,Revolution - Remastered,spotify:track:3UDmHZcBTQp8Iu8droNtUl,17179869188
spotify:track:6uvT4Di9ZRBw5cbexZJDts,Nashville Rebel,spotify:album:3DDUesugWE5mJjTF5HFsRg,Willie Nelson,spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3,182973,Highwayman,spotify:track:6uvT4Di9ZRBw5cbexZJDts,17179869189
spotify:track:2VN8jqhBgwIsU849PKxCfE,Prison,spotify:album:6u0llsaFIcmb2aTcobahaZ,Merle Haggard,spotify:artist:2ptmyXoL7poH6Zq62h1QT9,186800,Branded Man - 2001 Digital Remaster,spotify:track:2VN8jqhBgwIsU849PKxCfE,17179869190
spotify:track:70fe354BpVKEvMY0de78YO,Yourself Or Someone Like You,spotify:album:4vUXTcKz7tXxrNl84meN6i,Matchbox Twenty,spotify:artist:3Ngh2zDBRPEriyxQDAMKd1,231693,Real World,spotify:track:70fe354BpVKEvMY0de78YO,17179869191
spotify:track:68pN2UQYhwQgPy7VrCFKuV,"All Killer, No Filler",spotify:album:47wh50aG3MIgDpsMe5B7n7,Sum 41,spotify:artist:0qT79UgT5tY4yudH9VfsdT,207093,In Too Deep,spotify:track:68pN2UQYhwQgPy7VrCFKuV,17179869192
spotify:track:33PowGnnFPgWSGHcGIQX1U,Look What You Made Me,spotify:album:3H8XIsvskeV1nJv0idW85U,Yung Berg,spotify:artist:0BrPKSAeplwezYR1T2DF9s,253840,The Business (featuring Casha),spotify:track:33PowGnnFPgWSGHcGIQX1U,17179869193
spotify:track:3hBBKuWJfxlIlnd9QFoC8k,Red Pill Blues,spotify:album:1Jmq5HEJeA9kNi2SgQul4U,Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP,199849,What Lovers Do (feat. SZA),spotify:track:3hBBKuWJfxlIlnd9QFoC8k,17179869194
spotify:track:6i0V12jOa3mr6uu4WYhUBr,Heathens,spotify:album:3J8W9AOjQhnBLCX33m3atT,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,195920,Heathens,spotify:track:6i0V12jOa3mr6uu4WYhUBr,17179869195
spotify:track:4HDeTn2ZxpzrUjbWnsAjPj,9 Dead Alive,spotify:album:2SXnLH8UnnZDVRrlWIL8sS,Rodrigo y Gabriela,spotify:artist:7vX3cMVyW8gtDA4y855ynF,292546,The Russian Messenger,spotify:track:4HDeTn2ZxpzrUjbWnsAjPj,17179869196
spotify:track:0fBSs3fRoh1yJcne77fdu9,Born To Die - The Paradise Edition,spotify:album:5VoeRuTrGhTbKelUfwymwu,Lana Del Rey,spotify:artist:00FQb4jTyendYWaN8pK0wa,281960,Video Games,spotify:track:0fBSs3fRoh1yJcne77fdu9,17179869197
spotify:track:0nnRUsgfm4uQUYTCIH9NZy,The Pinkprint,spotify:album:40XGTQ7FN6Y3dZXJhKBe96,Nicki Minaj,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,268000,Pills N Potions,spotify:track:0nnRUsgfm4uQUYTCIH9NZy,17179869198
spotify:track:7CpXx4aPvWrIhOieXWZM0j,After Hours,spotify:album:4lxxyKsTplmAkT2PJTZvW9,Timeflies,spotify:artist:6dC0rIJNLSFZwqckLgXJ8p,225293,Monsters,spotify:track:7CpXx4aPvWrIhOieXWZM0j,17179869199
spotify:track:7gHJaZYdapleFeZbG5YuUz,Brand New,spotify:album:4E2YvGzYMgr4DizJJ0PQoo,Ben Rector,spotify:artist:4AapPt7H6bGH4i7chTulpI,267786,Almost Home,spotify:track:7gHJaZYdapleFeZbG5YuUz,17179869200
spotify:track:6jI7y83WjuyBne9b3IvdSs,The Ladder,spotify:album:0oiW40jJHbCnTHIfG1yTaL,Andrew Belle,spotify:artist:3UAk61T8PItbpgEi9u7ofY,272612,Make It Without You,spotify:track:6jI7y83WjuyBne9b3IvdSs,17179869201
spotify:track:7qtX448rtlP2tJf1HfSJ6K,Outsiders,spotify:album:6CK8jJ9Mt5sYo4BRnLduLV,Au/Ra,spotify:artist:1eMmoIprPDWeFdB1FxU6ZV,230592,Kicks,spotify:track:7qtX448rtlP2tJf1HfSJ6K,17179869202
spotify:track:1yhDPgIPGoe3Bf8wRsK4u7,Trilogy,spotify:album:5EbpxRwbbpCJUepbqVTZ1U,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,260093,Outside,spotify:track:1yhDPgIPGoe3Bf8wRsK4u7,17179869203
spotify:track:01ryv8tqj6gZnGb18srxk7,The Autobiography,spotify:album:6NySuONTKK6mtLG0nF80Jr,Vic Mensa,spotify:artist:27w1NoOLMX7tJMYqcetPyG,248106,Homewrecker,spotify:track:01ryv8tqj6gZnGb18srxk7,17179869204
spotify:track:2YhapA5E1qTZ1Ykw9Y86ql,The Golden Age,spotify:album:46rGAcYt8T7iNyePUob4YO,Woodkid,spotify:artist:44TGR1CzjKBxSHsSEy7bi9,213266,Run Boy Run,spotify:track:2YhapA5E1qTZ1Ykw9Y86ql,17179869205
spotify:track:7fqhrLJzKHJ0RW32N0y2Gp,Spirit In The Sky,spotify:album:2gkQ6IAEhzCK1NUvEgdisT,Norman Greenbaum,spotify:artist:7f8LNBVXN0h35veHrpxQFL,242893,Spirit In The Sky,spotify:track:7fqhrLJzKHJ0RW32N0y2Gp,17179869206
spotify:track:1XGD06MU8Ds1O0J9mjo2yn,Beyond the Veil: Live at Bobby Jones Gospel Explosion XIII,spotify:album:4Fg8OaeE26o8IjZw03iRLo,Daryl Coley,spotify:artist:2k7eX9JBghoFsvRljRzi01,507893,Beyond The Veil - Beyond The Veil Album Version,spotify:track:1XGD06MU8Ds1O0J9mjo2yn,17179869207
spotify:track:3HU4vFJPelZfj0xyJDVALk,Alone In IZ World,spotify:album:48233DEdh8xA32E1BZoc3H,Israel Kamakawiwo'ole,spotify:artist:4ogvuDRerGhZfSf7TtzHlr,210651,Over The Rainbow,spotify:track:3HU4vFJPelZfj0xyJDVALk,17179869208
spotify:track:4SE4yewyGpOYfxfx59Yjc5,Recovery,spotify:album:47BiFcV59TQi2s9SkBo2pb,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,279013,Cinderella Man,spotify:track:4SE4yewyGpOYfxfx59Yjc5,17179869209
spotify:track:2Eg8N0qgB1wQ64TexXSOCu,Strange Mercy,spotify:album:1Lci4bx7JIuCC8pnBNX7ds,St. Vincent,spotify:artist:7bcbShaqKdcyjnmv4Ix8j6,208626,Cheerleader,spotify:track:2Eg8N0qgB1wQ64TexXSOCu,17179869210
spotify:track:2Wc5No77rhsfW2mB9LzXB3,The Perfect LUV Tape,spotify:album:6LX75kNicFqjjiAOeZgN67,Lil Uzi Vert,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,216293,Ronda (Winners),spotify:track:2Wc5No77rhsfW2mB9LzXB3,17179869211
spotify:track:5RhzjsTmeksgv1hXMZFWYY,Greatest Hits,spotify:album:31a70Ny2MzfsEo2ey5hg2I,Ginuwine,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,242602,In Those Jeans - Radio Edit,spotify:track:5RhzjsTmeksgv1hXMZFWYY,17179869212
spotify:track:3XplJgPz8VjbDzbGwGgZdq,Respect M.E.,spotify:album:6epR3D622KWsnuHye7ApOl,Missy Elliott,spotify:artist:2wIVse2owClT7go1WT98tk,236933,Get Ur Freak On,spotify:track:3XplJgPz8VjbDzbGwGgZdq,17179869213
spotify:track:0jpUL0pVzRrl6vU3OjRtiL,urban lounge,spotify:album:18S1slBXavEGjhjJgVEPhr,Sonique,spotify:artist:5xtqw2B8z8JGfDYi2eAZHI,227146,It Feels So Good - Radio Edit,spotify:track:0jpUL0pVzRrl6vU3OjRtiL,17179869214
spotify:track:4JWZTNlLBlNoa5t7qn1M8i,Upside Down,spotify:album:0aCRJrY78QHUIJSqxOhwFW,Jack Johnson,spotify:artist:3GBPw9NK25X1Wt2OUvOwY3,209546,Upside Down,spotify:track:4JWZTNlLBlNoa5t7qn1M8i,17179869215
spotify:track:77oU2rjC5XbjQfNe3bD6so,Some Girls,spotify:album:1Jv2AqzhgsduUik2p4k3cS,The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,265173,Beast Of Burden - Remastered,spotify:track:77oU2rjC5XbjQfNe3bD6so,17179869216
