track_uri1,album_name,album_uri,artist_name,artist_uri,duration_ms,track_name,track_uri,tid
spotify:track:1X5WGCrUMuwRFuYU1eAo2I,Red Road,spotify:album:2kNznk4KDkYXifzOAUDoXN,Cris Cab,spotify:artist:7vWBZm3sQ8yQvfV4nXxHXK,201230,Livin on Sunday,spotify:track:1X5WGCrUMuwRFuYU1eAo2I,25769803776
spotify:track:0WgQTMtmw8qJievyeqfnnS,Gravity,spotify:album:2tSzSmTxrvk5cXlx2tVmNw,Big & Rich,spotify:artist:0oBEeN6BCxEgMogzThqrPf,224960,Run Away with You,spotify:track:0WgQTMtmw8qJievyeqfnnS,25769803777
spotify:track:2Ju4c6LkBAzhYg5Spp5pWK,Tremaine The Album,spotify:album:5gQtvMHA7yqdzKXrHpe63C,Trey Songz,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,261213,Animal,spotify:track:2Ju4c6LkBAzhYg5Spp5pWK,25769803778
spotify:track:58xb3WKjQQ5VOOExQME4eQ,Regions of Light and Sound of God,spotify:album:41OzaiNrrbn7wJoHKz6dR4,Jim James,spotify:artist:1MhtYlJvUqfd2EgHSQTGK4,268460,A New Life,spotify:track:58xb3WKjQQ5VOOExQME4eQ,25769803779
spotify:track:6AoYWCzsDls6c61Zp5qTuU,Professional Rapper,spotify:album:5eLVoIPq7P3Bu29lVgD4x0,Lil Dicky,spotify:artist:1tqhsYv8yBBdwANFNzHtcr,290835,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),spotify:track:6AoYWCzsDls6c61Zp5qTuU,25769803780
spotify:track:4KK2RftZcEydipbeZApQwO,The Monitor,spotify:album:5U09FQWagzAU5HPmufUAlU,Titus Andronicus,spotify:artist:5lJ4XQ2hlPlxACN7q3xKL1,115226,Titus Andronicus Forever,spotify:track:4KK2RftZcEydipbeZApQwO,25769803781
spotify:track:4ehErMHPM40f92dks3vb2p,Room 93: The Remixes,spotify:album:6XMQpJUwiG6KAniW9nziXt,Halsey,spotify:artist:26VFTg2z8YR0cCuwLzESi2,189266,Ghost - Lost Kings Remix,spotify:track:4ehErMHPM40f92dks3vb2p,25769803782
spotify:track:0Ijedu3rsqq5LDWHozml03,Hold On,spotify:album:55PNvB4uom6Hx3eBS5C7hh,Moguai,spotify:artist:4xgFgBZ7CRtgtHcziClOwQ,178560,Hold On - Radio Edit,spotify:track:0Ijedu3rsqq5LDWHozml03,25769803783
spotify:track:4whYDpJ5XVQpmvecbEHP5Q,Where It's At,spotify:album:4ZSQEnZOGWEW3XQOAzt477,Dustin Lynch,spotify:artist:1dID9zgn0OV0Y8ud7Mh2tS,204186,Where It's At,spotify:track:4whYDpJ5XVQpmvecbEHP5Q,25769803784
spotify:track:4biuE0gvdD3GpAryIdgVx8,Baby Come To Me: The Best Of Regina Belle,spotify:album:3vyGIwsYBdanFhrmNUN5t6,Peabo Bryson,spotify:artist:49iKbKGqgn8OESkW5WduX0,243093,A Whole New World (Aladdin's Theme),spotify:track:4biuE0gvdD3GpAryIdgVx8,25769803785
spotify:track:0XHRg1fJGPNgMLPsvolLj1,HAPPINESS,spotify:album:5uQaV8QVwDBYt1nTxFY0m2,NEEDTOBREATHE,spotify:artist:610EjgFatGvVPtib97jQ8G,222966,HAPPINESS - Acoustic,spotify:track:0XHRg1fJGPNgMLPsvolLj1,25769803786
spotify:track:1FMHNVeJ9s1x1l1WlaRs2I,Move Along,spotify:album:3PWEGZ6CYvXRnr0JCECsDe,The All-American Rejects,spotify:artist:3vAaWhdBR38Q02ohXqaNHT,244826,It Ends Tonight,spotify:track:1FMHNVeJ9s1x1l1WlaRs2I,25769803787
spotify:track:5WDlNHQW1LmcQIA15oGjiW,lovestrong.,spotify:album:3XNK8vPk3O1rjhDZyOMJ6n,Christina Perri,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,236066,distance,spotify:track:5WDlNHQW1LmcQIA15oGjiW,25769803788
spotify:track:6Zf4AMWgnUDobtAixiIqnZ,Slow Me Down,spotify:album:78bfZn6WFHAwutuhbD36sD,Sara Evans,spotify:artist:7qvsLYsYP0MHD7jkdv6DAG,196160,Slow Me Down,spotify:track:6Zf4AMWgnUDobtAixiIqnZ,25769803789
spotify:track:4UXquZeCjJrA4WZ1tgdqMJ,Rwby Volume 1 Soundtrack,spotify:album:56Ui2IY7Wb73D5MLMdSeqD,Jeff Williams,spotify:artist:6jy0VQ5tLwEKBeMxZ1aK4J,192203,Red Like Roses (Red Trailer) [feat. Casey Lee Williams],spotify:track:4UXquZeCjJrA4WZ1tgdqMJ,25769803790
spotify:track:4ofmSKnAYj295dE0klRGQx,11月的蕭邦,spotify:album:6rRydp9XlVoLfTtA3qpWcn,Jay Chou,spotify:artist:2elBjNSdBE2Y3f0j1mjrql,238400,浪漫手機,spotify:track:4ofmSKnAYj295dE0klRGQx,25769803791
