track_uri1,album_name,album_uri,artist_name,artist_uri,duration_ms,track_name,track_uri,tid
spotify:track:7tIJDktakabGoHjwTTa35W,Take Me,spotify:album:7Cr3sCsROrVfclDb7d9z5z,Miso,spotify:artist:1ukccHTdm6Xjmag0QLNJBx,257647,Take Me,spotify:track:7tIJDktakabGoHjwTTa35W,0
spotify:track:3wKt77fHCmjWRXkmkYTxrl,Out of the Shadow,spotify:album:6HqU5Tckb8sF6Gj2CRPla2,Rogue Wave,spotify:artist:2JSc53B5cQ31m0xTB7JFpG,260000,Endgame,spotify:track:3wKt77fHCmjWRXkmkYTxrl,1
spotify:track:4wBzcbZPAkMC6gpKsr84a9,Lover,spotify:album:4e35UuRLPKEMnd2UJedbx1,George Maple,spotify:artist:19m3oZKjGSLzVW0OGIAcNg,220893,Hero,spotify:track:4wBzcbZPAkMC6gpKsr84a9,2
spotify:track:3jS7bB0oXVOwGFZn3aE5NV,Jagged Little Pill (Remastered),spotify:album:5Ap3F8CxjjsQKZGASDcHNA,Alanis Morissette,spotify:artist:6ogn9necmbUdCppmNnGOdi,249493,You Oughta Know - 2015 Remastered,spotify:track:3jS7bB0oXVOwGFZn3aE5NV,3
spotify:track:1J2TJKwwiNqrqAywQMBFNu,Origami,spotify:album:6lJWG2Z0Tw7tc9Jwf5rbTu,Vinyl Theatre,spotify:artist:7xSEWLsywYbocdtt3xsQsU,247653,My Fault,spotify:track:1J2TJKwwiNqrqAywQMBFNu,4
spotify:track:0fE5kL2rRlaSQ86OvZG1NX,Disarm The Descent,spotify:album:5I6bH0UaVR4LnKmVUWDZoD,Killswitch Engage,spotify:artist:37394IP6uhnjIpsawpMu4l,273053,Always,spotify:track:0fE5kL2rRlaSQ86OvZG1NX,5
spotify:track:4KW1lqgSr8TKrvBII0Brf8,The Life Of Pablo,spotify:album:7gsWAHLeT0w7es6FofOXk1,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,135920,Father Stretch My Hands Pt. 1,spotify:track:4KW1lqgSr8TKrvBII0Brf8,6
spotify:track:38tGRxFP5NkWbtOWsXbQ0L,Old Guitar,spotify:album:5OMuOXDJwxGMLXvPj9kvqz,BUNT.,spotify:artist:2CpLIMBoE2ZzyY3ZBCRZ7j,208548,Old Guitar,spotify:track:38tGRxFP5NkWbtOWsXbQ0L,7
spotify:track:61IautUH8F8UWJ0kxF9pJc,Spotify Sessions,spotify:album:7z50fkoKTjnNyChNiJQx6q,Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS,246500,"Take Me To Church - Live From Spotify, London 2014",spotify:track:61IautUH8F8UWJ0kxF9pJc,8
spotify:track:5q0Xx7dN8tCZZA7Ysw488C,Wide Open,spotify:album:4Bhif8EJKTZaDF9hTqNysh,Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,226880,On My Highway,spotify:track:5q0Xx7dN8tCZZA7Ysw488C,9
spotify:track:0O8Z60xOZX7TqDWXS5Fied,The Collection,spotify:album:1n9kTKYQigHg6FRYAZtyiq,Brooks & Dunn,spotify:artist:0XKOBt59crntr7HQXXO8Yz,219813,Cowgirls Don't Cry,spotify:track:0O8Z60xOZX7TqDWXS5Fied,10
spotify:track:4U5CjTT6uObhD2vwnD4zOF,Shwayze,spotify:album:1dsx7hZiQeXIMDZ1dVgt5K,Shwayze,spotify:artist:6f0hUHWLOCxCSDQMtdVAS7,236000,Corona And Lime,spotify:track:4U5CjTT6uObhD2vwnD4zOF,11
spotify:track:4exKBPywrjt5lTMhBhpD1G,Trouble,spotify:album:7rXJOnBDZk3yPmpMXFNsPZ,R3HAB,spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ,173203,Trouble,spotify:track:4exKBPywrjt5lTMhBhpD1G,12
spotify:track:5uHYcK0nbEYgRaFTY5BqnP,B.o.B Presents: The Adventures of Bobby Ray,spotify:album:7apLPYT8szV1IqTxyVSy5P,B.o.B,spotify:artist:5ndkK3dpZLKtBklKjxNQwT,196133,Magic (feat. Rivers Cuomo),spotify:track:5uHYcK0nbEYgRaFTY5BqnP,13
spotify:track:0WWKJsCjOAhymkdt8GuKTt,Back At One,spotify:album:2BK40RcXGUp3ll1HmyzeVU,Brian McKnight,spotify:artist:6k0IBR0lU42s2GYpNX7kA9,263666,Back At One,spotify:track:0WWKJsCjOAhymkdt8GuKTt,14
spotify:track:1HddZmLuEQazbXePhOjGzC,Savage Island,spotify:album:5y05vNvpsy1quOWhsuwyq3,Savage,spotify:artist:1GbrJTB56Xs4XQGlmVbaCf,217893,Swing,spotify:track:1HddZmLuEQazbXePhOjGzC,15
spotify:track:5dr2wzx5W8nOwg94jhSL6U,Hold On,spotify:album:1yQ0OLemlqITHFmxIWOUuw,The Gospel Whiskey Runners,spotify:artist:64P6kZ20gN4cXQsZCYhoe2,225720,Hold On,spotify:track:5dr2wzx5W8nOwg94jhSL6U,16
spotify:track:2BXm7Q39qO2B6LlckVPjtg,Exclusive - The Forever Edition,spotify:album:1UtE4zAlSE2TlKmTFgrTg5,Chris Brown,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,226173,I Wanna Be,spotify:track:2BXm7Q39qO2B6LlckVPjtg,17
spotify:track:2NRUU0gP1d8Yif8CpsCW8l,Careless World: Rise Of The Last King,spotify:album:3KHamR7LZmFT0xqPA1Hyob,Tyga,spotify:artist:5LHRHt1k9lMyONurDHEdrp,206666,Faded,spotify:track:2NRUU0gP1d8Yif8CpsCW8l,18
spotify:track:0vXNkD4Io3SBBJjqnOTA1K,Everready,spotify:album:7ocmhjfBKajAqVxRLgs2iL,Tech N9ne,spotify:artist:6UBA15slIuadJ8h2lPRPos,331480,Riot Maker,spotify:track:0vXNkD4Io3SBBJjqnOTA1K,19
spotify:track:7Fx9UD6TOYFRdjhi7Dw5Zf,A Wasteland Companion,spotify:album:5r7zqQbuzqOQFY9QiJqgJy,M. Ward,spotify:artist:6nXSnNEdLuKTzAQozRtqiI,155600,Wild Goose,spotify:track:7Fx9UD6TOYFRdjhi7Dw5Zf,20
spotify:track:6yERZtC8li2SZWh2SkTl7W,Oh Land,spotify:album:4ZViAZBx7M4vleeGgaNSMI,Oh Land,spotify:artist:46CuxapoPjUfIOiXdNq7qM,211293,Helicopter,spotify:track:6yERZtC8li2SZWh2SkTl7W,21
spotify:track:2zyTP97uGsIc1C4KNNEkyn,Midnight Mover: The Bobby Womack Story,spotify:album:7eVKCG0KD8FCvIlx8E1pBG,Bobby Womack,spotify:artist:0vqkz1b2qBkoYrGMj2CUWq,230506,Across 110th Street,spotify:track:2zyTP97uGsIc1C4KNNEkyn,22
spotify:track:1fQ2pN9MLxxi399nlHEth7,Disney's Greatest Volume 1,spotify:album:4xNCqk5KdkOQvdbaepGjTY,James Baskett,spotify:artist:3x83bY5hTdj6Q3uen2mytX,139560,"Zip-A-Dee-Doo-Dah - From \"Song Of The South\"",spotify:track:1fQ2pN9MLxxi399nlHEth7,23
spotify:track:2jVJYU4X3aD8hlTco3MlsN,Bebé,spotify:album:630WsW86N54l7ez6Ifsxss,Brytiago,spotify:artist:00XhexlJEXQstHimpZN910,236906,Bebé - Remix,spotify:track:2jVJYU4X3aD8hlTco3MlsN,24
spotify:track:6dViIgkYIRccNImPln58rS,Hot Shot,spotify:album:6NmFmPX56pcLBOFMhIiKvF,Shaggy,spotify:artist:5EvFsr3kj42KNv97ZEnqij,235133,Angel,spotify:track:6dViIgkYIRccNImPln58rS,25
spotify:track:7neVcKsbivjMDIkdfoao5m,Bow Chicka Wow Wow,spotify:album:7JY4Tfd14fmyBrzbny3thJ,Mike Posner,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa,223253,Bow Chicka Wow Wow,spotify:track:7neVcKsbivjMDIkdfoao5m,26
spotify:track:34NNeV9jfgNgaALgUr0u9V,Calling (Lose My Mind),spotify:album:2fI3bvXQeO3ZRgHKI5MTLe,Sebastian Ingrosso,spotify:artist:6hyMWrxGBsOx6sWcVj1DqP,205440,Calling (Lose My Mind) - Radio Edit,spotify:track:34NNeV9jfgNgaALgUr0u9V,27
